34610,"2010-06-11 15:28:32","40.747944","-73.982483",380769,0,0
34610,"2010-06-07 13:22:03","40.747944","-73.982483",380769,0,0
34610,"2010-05-24 14:50:07","40.747944","-73.982483",380769,0,0
56292,"2010-10-05 21:47:08","40.723354","-73.995926",722354,0,0
56292,"2010-05-25 13:19:33","40.729298","-74.009583",1144292,0,0
56292,"2010-05-24 13:26:04","40.729298","-74.009583",1144292,0,0
56292,"2010-04-21 16:55:19","40.782936","-73.952759",599760,0,0
56292,"2010-04-21 16:55:07","40.782936","-73.952759",599767,0,0
56292,"2010-04-20 17:48:04","40.782936","-73.952759",599760,0,0
56292,"2010-04-20 17:47:43","40.782936","-73.952759",599767,0,0
56292,"2010-03-23 04:55:01","40.764896","-73.983025",356400,0,0
56292,"2010-03-22 04:29:34","40.756962","-73.988876",98151,0,0
35354,"2010-06-08 23:10:47","40.760899","-73.983627",623884,0,0
35354,"2010-05-14 23:43:20","40.732044","-74.003510",68812,0,0
35354,"2010-04-18 23:02:33","40.725693","-74.010597",162595,0,0
35354,"2010-04-12 18:56:30","40.760899","-73.983627",623884,0,0
35354,"2010-03-30 02:42:49","40.760899","-73.983627",623884,0,0
35354,"2010-03-30 02:42:17","40.763176","-73.979095",813035,0,0
35354,"2010-03-28 23:47:00","40.740036","-73.986214",214778,0,0
35354,"2010-02-28 03:57:18","40.760899","-73.983627",623884,0,0
35354,"2010-02-28 00:14:10","40.760899","-73.983627",623884,0,0
35354,"2010-02-23 03:01:07","40.758442","-73.997971",212314,0,0
35354,"2010-02-21 04:17:22","40.758442","-73.997971",212314,0,0
35354,"2010-02-14 23:57:48","40.725693","-74.010597",162595,0,0
35527,"2010-05-15 05:37:30","40.732220","-73.984329",422346,0,0
59030,"2010-07-12 21:40:30","40.714756","-74.011703",95383,0,0
59030,"2010-07-10 20:36:03","40.713699","-73.997841",434056,0,0
59030,"2010-07-03 01:17:27","40.707310","-74.007233",693665,0,0
59030,"2010-06-19 11:32:11","40.751202","-73.991684",279004,0,0
59030,"2010-06-08 19:13:35","40.740852","-73.995346",579459,0,0
59030,"2010-06-05 20:12:55","40.720371","-74.001411",481299,0,0
59030,"2010-06-02 23:20:06","40.762508","-73.968048",12524,0,0
59030,"2010-05-29 01:04:03","40.775341","-73.981796",50370,0,0
35527,"2010-04-23 21:57:01","40.735920","-74.000778",475986,0,0
35527,"2010-04-23 17:59:51","40.740307","-74.005699",59679,0,0
35527,"2010-04-22 00:53:13","40.726845","-73.991638",205284,0,0
35527,"2010-04-15 00:39:02","40.740795","-74.007736",144944,0,0
35527,"2010-04-10 01:14:51","40.735920","-74.000778",475986,0,0
35527,"2010-04-07 23:52:06","40.726845","-73.991638",205284,0,0
35527,"2010-03-25 17:31:02","40.722923","-73.994217",22996,0,0
35527,"2010-03-12 23:05:08","40.728901","-74.000160",342092,0,0
56292,"2010-10-06 01:42:46","40.738430","-73.991356",99299,0,0
56292,"2010-04-24 17:12:24","40.754795","-73.977371",69725,0,0
56292,"2010-04-24 04:45:13","40.757805","-73.989166",46730,0,0
56292,"2010-04-23 23:14:57","40.757805","-73.989166",46730,0,0
56292,"2010-04-23 13:42:03","40.754795","-73.977371",69725,0,0
56292,"2010-04-23 03:06:15","40.757805","-73.989166",46730,0,0
56292,"2010-04-20 21:30:15","40.754879","-73.973488",54912,0,0
56292,"2010-04-20 12:43:30","40.757805","-73.989166",46730,0,0
56292,"2010-03-23 14:58:07","40.762478","-73.979698",163416,0,0
56292,"2010-03-22 13:18:41","40.757805","-73.989166",46730,0,0
56292,"2010-03-22 05:02:46","40.756577","-73.988251",179870,0,0
56292,"2010-03-21 21:55:51","40.757805","-73.989166",46730,0,0
59030,"2010-07-15 20:55:16","40.763607","-73.972946",23741,0,0
59030,"2010-07-08 22:21:37","40.746933","-73.994576",177549,0,0
59030,"2010-07-01 22:57:59","40.746933","-73.994576",177549,0,0
59030,"2010-06-29 22:55:21","40.731075","-73.991898",55320,0,0
