20574,"Trousers","2000-12-15 23:06:06.0000000",1,5407
23870,"Meshes Game","2001-02-14 16:27:21.0000000",1,7350
12928,"Shoes","2000-08-06 19:39:49.0000000",1,3000
13701,"Polo","2000-08-23 02:10:18.0000000",1,3282
20615,"Jackets","2000-12-11 02:40:35.0000000",1,5424
23870,"Meshes Game","2001-04-10 22:42:32.0000000",1,7353
12969,"Business Suit","2001-01-07 08:28:41.0000000",1,3028
20703,"Jackets","2000-12-17 23:08:38.0000000",1,5438
22449,"Trousers","2001-01-25 17:51:59.0000000",1,6444
19668,"Meshes Game","2000-12-01 13:42:37.0000000",1,5270
26349,"Pullovers","2001-03-26 03:59:26.0000000",1,8800
13701,"Polo","2000-08-23 02:10:03.0000000",1,3283
29007,"Trousers","2001-05-22 13:48:14.0000000",1,9964
26394,"Pullovers","2001-03-27 03:46:27.0000000",1,8834
18890,"Polo","2001-03-13 00:22:32.0000000",1,4947
23905,"Meshes Game","2001-02-14 13:25:00.0000000",1,7359
16042,"Meshes Game","2000-09-27 12:48:07.0000000",1,4045
25680,"Game Shirts","2001-04-04 20:02:17.0000000",1,8474
26438,"Pullovers","2001-03-28 23:09:46.0000000",1,8852
13024,"Glasses","2000-11-26 07:53:33.0000000",1,3051
10801,"Meshes Game","2000-07-09 18:54:19.0000000",1,2315
22449,"Trousers","2001-01-25 17:51:21.0000000",1,6445
26502,"Polo","2001-04-17 14:44:36.0000000",1,8888
29062,"T-Shirts/Tops","2001-05-22 23:33:09.0000000",1,9986
20703,"Jackets","2000-12-17 23:08:31.0000000",1,5439
19685,"Meshes Game","2000-11-30 13:34:36.0000000",1,5271
18890,"Polo","2001-03-13 00:22:04.0000000",1,4948
20670,"T-Shirts/Tops","2001-03-12 10:12:21.0000000",1,5432
13024,"Balls","2001-05-01 23:10:48.0000000",1,3057
26438,"Pullovers","2001-04-01 15:05:39.0000000",1,8853
25717,"Game Shirts","2001-03-17 22:19:53.0000000",1,8481
28647,"Jackets","2001-05-14 04:03:50.0000000",1,9825
16071,"Meshes Game","2000-09-25 12:25:07.0000000",1,4050
16660,"Pullovers","2000-10-04 17:35:22.0000000",1,4204
23914,"Meshes Game","2001-02-14 23:10:12.0000000",1,7360
26502,"Pullovers","2001-03-30 12:33:33.0000000",1,8890
29031,"Trousers","2001-05-22 19:28:57.0000000",1,9975
22512,"Trousers","2001-01-21 17:51:43.0000000",1,6512
26474,"Polo","2001-05-03 06:08:25.0000000",1,8872
11318,"Shirts","2000-11-20 22:08:44.0000000",1,2495
20776,"Jackets","2001-03-29 02:57:05.0000000",1,5505
26576,"Polo","2001-04-01 23:47:18.0000000",1,8940
5900,"T-Shirts/Tops","2000-05-08 12:49:40.0000000",1,164
19009,"Polo","2000-11-17 09:32:56.0000000",1,4980
13910,"Polo","2000-08-27 15:53:55.0000000",1,3341
19686,"Meshes Game","2000-11-30 12:08:46.0000000",1,5272
6644,"Trousers","2000-09-05 15:28:25.0000000",1,922
10802,"Meshes Game","2000-07-09 21:14:34.0000000",1,2316
26502,"Pullovers","2001-03-30 12:33:41.0000000",1,8892
26049,"Overalls","2001-03-22 06:03:20.0000000",1,8670
24012,"Meshes Game","2001-02-15 04:28:24.0000000",1,7397
16071,"Meshes Game","2000-09-25 12:25:42.0000000",1,4051
25719,"Game Shirts","2001-03-17 01:01:15.0000000",1,8482
26502,"Pullovers","2001-03-30 12:33:45.0000000",1,8893
25503,"Glasses","2001-03-13 06:44:58.0000000",1,8417
16809,"Pullovers","2000-10-23 23:32:44.0000000",1,4236
6361,"Plushes","2000-03-21 12:44:44.0000000",1,555
13026,"Business Suit","2000-08-08 11:26:31.0000000",1,3064
22535,"Trousers","2001-05-01 12:39:45.0000000",1,6535
4771,"Trousers","2000-07-25 13:03:00.0000000",1,122
26575,"Pullovers","2001-05-01 14:00:05.0000000",1,8929
28745,"Jackets","2001-05-16 11:54:41.0000000",1,9857
24408,"Shorts","2001-05-02 16:34:58.0000000",1,7706
11459,"Hats","2000-07-20 22:14:39.0000000",1,2552
20815,"Trousers","2000-12-14 04:43:12.0000000",1,5536
11318,"Shoes","2000-11-20 22:08:49.0000000",1,2503
26576,"Polo","2001-04-01 23:47:01.0000000",1,8941
5900,"T-Shirts/Tops","2000-05-08 12:49:03.0000000",1,165
24013,"Meshes Game","2001-02-22 18:21:17.0000000",1,7398
26575,"Polo","2001-04-20 02:22:47.0000000",1,8927
16097,"Meshes Game","2000-09-25 21:04:59.0000000",1,4058
10802,"Meshes Game","2000-07-09 21:14:14.0000000",1,2317
19705,"Meshes Game","2000-12-01 15:11:30.0000000",1,5273
26643,"Pullovers","2001-04-02 16:35:48.0000000",1,8986
9919,"T-Shirts/Tops","2000-07-07 12:37:20.0000000",1,1933
20819,"Jackets","2000-12-14 17:05:19.0000000",1,5540
6644,"T-Shirts/Tops","2000-09-05 15:28:32.0000000",1,923
22536,"Trousers","2001-01-29 10:00:10.0000000",1,6536
